entry_id,volume,chapter,unit,sequence,source_order,korean,chinese,english,entry_kind,pos,pos_zh,origin_type,origin_detail,pronunciation,dictionary_source,dictionary_candidate_count,match_method,english_method,match_confidence,review_status,revision_note
v06-c01-u01-001,6,1,1,1,1,수장,首长，首领,head; chief,lexeme,명사,名,hanja,首長,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,An unescaped separator split the Chinese gloss and shifted the remaining fields.
v06-c01-u01-002,6,1,1,2,2,소감,感想,thoughts; feelings,lexeme,명사,名,hanja,所感,소ː감,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v06-c01-u01-003,6,1,1,3,3,한결같다,始终不渝，始终如一,constant; steadfast; invariable,lexeme,형용사,形,native,,한결갇따,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v06-c01-u01-004,6,1,1,4,4,지지,支持，扶持,support,lexeme,명사,名,hanja,支持,,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v06-c01-u01-005,6,1,1,5,5,성원,成员，会员,member,lexeme,명사,名,hanja,成員,,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v06-c01-u01-006,6,1,1,6,6,귀감,榜样，表率,role model,lexeme,명사,名,hanja,龜鑑,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v06-c01-u01-007,6,1,1,7,7,막연히,茫然,vaguely,lexeme,부사,副,hybrid,漠然히,마견히,Korean Basic Dictionary,1,exact_unique_form,dictionary_equivalent,0.78,medium,
v06-c01-u01-008,6,1,1,8,8,누비다,穿行，穿梭,move around,lexeme,동사,动,native,,,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v06-c01-u01-009,6,1,1,9,9,구체화되다,具体化,be concretized; be embodied,lexeme,동사,动,hybrid,具體化되다,구체화되다/구체화뒈다,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v06-c01-u01-010,6,1,1,10,10,시련,考验,trial; test,lexeme,명사,名,hanja,試鍊/試練,시ː련,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v06-c01-u01-011,6,1,1,11,11,주저앉다,半途而废/瘫坐,collapse; fall,lexeme,동사,动,native,,주저안따,Korean Basic Dictionary,4,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v06-c01-u01-012,6,1,1,12,12,좌우명,座右铭,motto in life,lexeme,명사,名,hanja,座右銘,좌ː우명,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v06-c01-u01-013,6,1,1,13,13,화두,话题,topic,lexeme,명사,名,hanja,話頭,,Korean Basic Dictionary,3,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v06-c01-u01-014,6,1,1,14,14,막론하다,不管,go without question; be needless to say,lexeme,동사,动,hybrid,莫論하다,망논하다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v06-c01-u01-015,6,1,1,15,15,침해되다,被侵害，被侵犯,be infringed; be violated,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v06-c01-u01-016,6,1,1,16,16,성공,成功,success,lexeme,명사,名,hanja,成功,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
