entry_id,volume,chapter,unit,sequence,source_order,korean,chinese,english,entry_kind,pos,pos_zh,origin_type,origin_detail,pronunciation,dictionary_source,dictionary_candidate_count,match_method,english_method,match_confidence,review_status,revision_note
v02-c01-u01-001,2,1,1,1,1,무역,贸易,trade; commerce,lexeme,명사,名,hanja,貿易,무ː역,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v02-c01-u01-002,2,1,1,2,2,부탁하다,拜托,request,lexeme,동사,动,hybrid,付託하다,부ː타카다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u01-003,2,1,1,3,3,도움,帮助,help,lexeme,명사,名,native,,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u01-004,2,1,1,4,4,필요하다,需要,necessary; needed,lexeme,형용사,形,hybrid,必要하다,피료하다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u01-005,2,1,1,5,5,무역 회사,贸易公司,trading company,expression,표현,表达,expression,무역(貿易) + 회사(會社),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v02-c01-u01-006,2,1,1,6,6,신문사,新闻社,newspaper publishing company,lexeme,명사,名,hanja,新聞社,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u01-007,2,1,1,7,7,여행사,旅行社,travel agency,lexeme,명사,名,hanja,旅行社,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u01-008,2,1,1,8,8,증권 회사,证券公司,securities company,expression,표현,表达,expression,증권(證券) + 회사(會社),,Korean Basic Dictionary,0,component_match,editorial_override,0.42,low,English gloss added by project editorial pass.
v02-c01-u01-009,2,1,1,9,9,항공사,航空公司,airline,lexeme,명사,名,hanja,航空社,항ː공사,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u01-010,2,1,1,10,10,잡지사,杂志社,magazine company,lexeme,명사,名,hanja,雜誌社,잡찌사,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u01-011,2,1,1,11,11,앞으로,以后,from now on; in the future,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v02-c01-u01-012,2,1,1,12,12,움직이다,动,move; budge; be in motion,lexeme,동사,动,native,,움지기다,Korean Basic Dictionary,6,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v02-c01-u02-001,2,1,2,13,13,졸업하다,毕业,graduate,lexeme,동사,动,hybrid,卒業하다,조러파다,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u02-002,2,1,2,14,14,전공,专业,major; specialty,lexeme,명사,名,hanja,專攻,,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v02-c01-u02-003,2,1,2,15,15,경영학,经营学,business administration,lexeme,명사,名,hanja,經營學,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u02-004,2,1,2,16,16,국어국문학,国语国文学,Korean language and literature,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v02-c01-u02-005,2,1,2,17,17,천문우주학과,天文宇宙学,Department of Astronomy and Space Science,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v02-c01-u02-006,2,1,2,18,18,의학,医学,medicine,lexeme,명사,名,hanja,醫學,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u02-007,2,1,2,19,19,역사학,历史学,history; historical studies,lexeme,명사,名,hanja,歷史學,역싸학,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u02-008,2,1,2,20,20,신문방송학,新闻广播学,journalism and broadcasting,expression,표현,表达,expression,,,,0,unmatched,editorial_override,0.15,low,English gloss added by project editorial pass.
v02-c01-u02-009,2,1,2,21,21,경제학,经济学,economics,lexeme,명사,名,hanja,經濟學,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u02-010,2,1,2,22,22,국적,国籍,nationality; citizenship,lexeme,명사,名,hanja,國籍,국쩍,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v02-c01-u02-011,2,1,2,23,23,통일되다,统一,be unified,lexeme,동사,动,hybrid,統一되다,통ː일되다/통ː일뒈다,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v02-c01-u03-001,2,1,3,24,24,오래간만,隔了好久,being after a long time,lexeme,명사,名,native,,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u03-002,2,1,3,25,25,지내다,过,live,lexeme,동사,动,native,,지ː내다,Korean Basic Dictionary,5,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v02-c01-u03-003,2,1,3,26,26,사귀다,交（朋友）,get along with; go around with; go out with,lexeme,동사,动,native,,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u03-004,2,1,3,27,27,힘들다,费力/难/辛苦,strenuous; laborious,lexeme,형용사,形,native,,,Korean Basic Dictionary,4,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v02-c01-u03-005,2,1,3,28,28,익숙하다,习惯,familiar; accustomed; habituated,lexeme,형용사,形,native,,익쑤카다,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v02-c01-u03-006,2,1,3,29,29,큰아버지,伯父,uncle,lexeme,명사,名,native,,크나버지,Korean Basic Dictionary,2,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v02-c01-u03-007,2,1,3,30,30,큰어머니,伯母,aunt,lexeme,명사,名,native,,크너머니,Korean Basic Dictionary,3,exact_ambiguous_tie,dictionary_equivalent,0.45,low,
v02-c01-u03-008,2,1,3,31,31,작은아버지,叔叔,uncle,lexeme,명사,名,native,,자근아버지,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u03-009,2,1,3,32,32,작은어머니,婶婶,aunt,lexeme,명사,名,native,,자근어머니,Korean Basic Dictionary,2,exact_ranked_gloss,dictionary_equivalent,0.91,high,
v02-c01-u03-010,2,1,3,33,33,고모,姑姑,paternal aunt,lexeme,명사,名,hanja,姑母,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u03-011,2,1,3,34,34,고모부,姑父,uncle by marriage,lexeme,명사,名,hanja,姑母夫,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u03-012,2,1,3,35,35,사촌,四寸/伯叔兄弟姐妹,cousin,lexeme,명사,名,hanja,四寸,사ː촌,Korean Basic Dictionary,2,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u03-013,2,1,3,36,36,조카,侄子,nephew; niece,lexeme,명사,名,native,,,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
v02-c01-u03-014,2,1,3,37,37,외할아버지,外公,maternal grandfather,lexeme,명사,名,hybrid,外할아버지,외ː하라버지/웨ː하라버지,Korean Basic Dictionary,1,exact_unique_gloss,dictionary_equivalent,0.97,high,
